"STATION","NAME","LATITUDE","LONGITUDE","ELEVATION","DATE","PGTM","PGTM_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT07","WT07_ATTRIBUTES","WT08","WT08_ATTRIBUTES","WT09","WT09_ATTRIBUTES","WT11","WT11_ATTRIBUTES","WT14","WT14_ATTRIBUTES","WT16","WT16_ATTRIBUTES","WT18","WT18_ATTRIBUTES"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-01",,,"0.00","T,,0,","0.0","T,,0","9.0",",,0",,,"25",",,0","1",",,0",,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-02",,,"0.18",",,0,","2.0",",,0","11.0",",,0",,,"10",",,0","-3",",,0",,,,,"    1",",,X",,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-03",,,"0.04",",,0,","0.5",",,0","12.0",",,0",,,"-3",",,0","-11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-04",,,"0.00",",,0,","0.0",",,0","12.0",",,0",,,"-7",",,0","-26",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-05",,,"0.00",",,0,","0.0",",,0","12.0",",,0",,,"3",",,0","-27",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-06",,,"0.00","T,,0,","0.0","T,,0","12.0",",,0",,,"2",",,0","-17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-07",,,"0.00",",,0,","0.0",",,0","12.0",",,0",,,"-1",",,0","-30",",,0",,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-08",,,"0.00",",,0,","0.0",",,0","12.0",",,0",,,"20",",,0","-1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-09",,,"0.00","T,,0,","0.0","T,,0","12.0",",,0",,,"19",",,0","-3",",,0",,,,,"    1",",,X",,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-10",,,"0.06",",,0,","0.6",",,0","12.0",",,0",,,"15",",,0","-16",",,0",,,,,"    1",",,X",,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-11",,,"0.00",",,0,","0.0",",,0","12.0",",,0",,,"18",",,0","-23",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-12",,,"0.00","T,,0,","0.0","T,,0","12.0",",,0",,,"22",",,0","-10",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-13",,,"0.09",",,0,","1.7",",,0","12.0",",,0",,,"3",",,0","-12",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-14",,,"0.08",",,0,","1.3",",,0","14.0",",,0",,,"2",",,0","-14",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-15",,,"0.17",",,0,","3.0",",,0","18.0",",,0",,,"9",",,0","-17",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-16",,,"0.00",",,0,","0.0",",,0","18.0",",,0",,,"-12",",,0","-30",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-17",,,"0.06",",,0,","0.6",",,0","19.0",",,0",,,"-13",",,0","-32",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-18",,,"0.00","T,,0,","0.0","T,,0","19.0",",,0",,,"-12",",,0","-40",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-19",,,"0.00",",,0,","0.0",",,0","19.0",",,0",,,"-16",",,0","-30",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-20",,,"0.02",",,0,","0.3",",,0","19.0",",,0",,,"2",",,0","-25",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-21",,,"0.07",",,0,","0.9",",,0","20.0",",,0",,,"9",",,0","-4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-22",,,"0.00","T,,0,","0.0","T,,0","20.0",",,0",,,"10",",,0","-5",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-23",,,"0.00","T,,0,","0.0","T,,0","20.0",",,0",,,"1",",,0","-11",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-24",,,"0.37",",,0,","5.5",",,0","25.0",",,0",,,"11",",,0","-7",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-25",,,"0.00","T,,0,","0.0","T,,0","25.0",",,0",,,"-6",",,0","-25",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-26",,,"0.00","T,,0,","0.0","T,,0","25.0",",,0",,,"-13",",,0","-32",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-27",,,"0.01",",,0,","0.2",",,0","24.0",",,0",,,"-2",",,0","-32",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-28",,,"0.06",",,0,","1.5",",,0","25.0",",,0",,,"6",",,0","-13",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-29",,,"0.00",",,0,","0.0",",,0","25.0",",,0",,,"-12",",,0","-38",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-30",,,"0.01",",,0,","0.1",",,0","25.0",",,0",,,"0",",,0","-40",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-01-31",,,"0.02",",,0,","0.2",",,0","25.0",",,0",,,"1",",,0","-16",",,0",,,,,,,,,,,,,,,,,,,"    1",",,X",,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-01",,,"0.02",",,0,","0.2",",,0","24.0",",,0",,,"9",",,0","-26",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-02",,,"0.00","T,,0,","0.0","T,,0","24.0",",,0",,,"9",",,0","-12",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-03",,,"0.00",",,0,","0.0",",,0","23.0",",,0",,,"23",",,0","-10",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-04",,,"0.00","T,,0,","0.0","T,,0","23.0",",,0",,,"15",",,0","-13",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-05",,,"0.00",",,0,","0.0",",,0","22.0",",,0",,,"27",",,0","8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-06",,,"0.00","T,,0,","0.0","T,,0","22.0",",,0",,,"24",",,0","7",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-07",,,"0.12",",,0,","1.4",",,0","22.0",",,0",,,"28",",,0","19",",,0",,,,,,,,,,,,,"    1",",,0",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-08",,,"0.00","T,,0,","0.0","T,,0","22.0",",,0",,,"29",",,0","10",",,0",,,,,"    1",",,0",,,,,,,"    1",",,X",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-09",,,"0.03",",,0,","0.4",",,0","21.0",",,0",,,"30",",,0","0",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-10",,,"0.01",",,0,","0.2",",,0","22.0",",,0",,,"24",",,0","2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-11",,,"0.00","T,,0,","0.0","T,,0","22.0",",,0",,,"10",",,0","-8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-12",,,"0.00",",,0,","0.0",",,0","22.0",",,0",,,"15",",,0","-13",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-13",,,"0.00",",,0,","0.0",",,0","22.0",",,0",,,"22",",,0","-3",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-14",,,"0.00","T,,0,","0.0","T,,0","21.0",",,0",,,"29",",,0","4",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-15",,,"0.00",",,0,","0.0",",,0","20.0",",,0",,,"29",",,0","-8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-16",,,"0.00",",,0,","0.0",",,0","19.0",",,0",,,"36",",,0","-9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-17",,,"0.12",",,0,","1.8",",,0","18.0",",,0",,,"35",",,0","17",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-18",,,"0.02",",,0,","0.3",",,0","20.0",",,0",,,"19",",,0","0",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-19",,,"0.01",",,0,","0.3",",,0","20.0",",,0",,,"4",",,0","-8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-20",,,"0.08",",,0,","1.5",",,0","21.0",",,0",,,"12",",,0","-1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-21",,,"0.00","T,,0,","0.0","T,,0","21.0",",,0",,,"13",",,0","-10",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-22",,,"0.04",",,0,","0.8",",,0","22.0",",,0",,,"20",",,0","-8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-23",,,"0.00","T,,0,","0.1",",,0","22.0",",,0",,,"4",",,0","-21",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-24"," 0000",",,X","0.00","T,,0,","0.0","T,,0","22.0",",,0",,,"-2",",,0","-28",",,0","    0","W,,X","0.0",",,X",,,,,,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-25",,,"0.00",",,0,","0.0",",,0","22.0",",,0",,,"5",",,0","-28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-26",,,"0.00",",,0,","0.0",",,0","21.0",",,0",,,"24",",,0","-24",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-27",,,"0.00",",,0,","0.0",",,0","20.0",",,0",,,"35",",,0","10",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-02-28",,,"0.02",",,0,","0.2",",,0","20.0",",,0",,,"27",",,0","-3",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-01",,,"0.02",",,0,","0.2",",,0","20.0",",,0",,,"3",",,0","-18",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-02",,,"0.00",",,0,","0.0",",,0","20.0",",,0",,,"3",",,0","-28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-03",,,"0.00",",,0,","0.0",",,0","20.0",",,0",,,"24",",,0","-21",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-04",,,"0.00",",,0,","0.0",",,0","18.0",",,0",,,"44",",,0","16",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-05",,,"0.00",",,0,","0.0",",,0","17.0",",,0",,,"33",",,0","13",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-06",,,"0.13",",,0,","0.5",",,0","17.0",",,0",,,"33",",,0","15",",,0",,,,,,,,,"    1",",,0",,,"    1",",,X",,,,,,,,,,,"    1",",,X","    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-07",,,"0.37",",,0,","3.8",",,0","21.0",",,0",,,"23",",,0","-2",",,0",,,,,,,,,,,,,"    1",",,0",,,,,"    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-08",,,"0.00",",,0,","0.0",",,0","21.0",",,0",,,"6",",,0","-12",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-09",,,"0.00",",,0,","0.0",",,0","21.0",",,0",,,"10",",,0","-20",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-10",,,"0.00","T,,0,","0.0","T,,0","21.0",",,0",,,"14",",,0","-15",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-11",,,"0.00",",,0,","0.0",",,0","21.0",",,0",,,"3",",,0","-19",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-12",,,"0.00",",,0,","0.0",",,0","21.0",",,0",,,"22",",,0","-15",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-13",,,"0.01",",,0,","0.1",",,0","21.0",",,0",,,"14",",,0","-9",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-14",,,"0.09",",,0,","1.0",",,0","22.0",",,0",,,"19",",,0","-8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-15",,,"0.01",",,0,","0.1",",,0","22.0",",,0",,,"24",",,0","-15",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-16",,,"0.25",",,0,","4.1",",,0","24.0",",,0",,,"27",",,0","1",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-17",,,"0.01",",,0,","0.2",",,0","26.0",",,0",,,"22",",,0","2",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-18",,,"0.00",",,0,","0.0",",,0","25.0",",,0",,,"25",",,0","-12",",,0",,,,,"    1",",,X",,,,,,,,,,,"    1",",,0",,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-19",,,"0.00",",,0,","0.0",",,0","24.0",",,0",,,"30",",,0","-8",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-20",,,"0.00","T,,0,","0.0","T,,0","23.0",",,0",,,"36",",,0","20",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-21",,,"0.23",",,0,","2.4",",,0","25.0",",,0",,,"33",",,0","27",",,0",,,,,"    1",",,0",,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-22",,,"0.00",",,0,","0.0",",,0","23.0",",,0",,,"44",",,0","20",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-23",,,"0.00",",,0,","0.0",",,0","20.0",",,0",,,"46",",,0","14",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-24",,,"0.00",",,0,","0.0",",,0","15.0",",,0",,,"47",",,0","30",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-25",,,"0.00",",,0,","0.0",",,0","12.0",",,0",,,"48",",,0","26",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-26",,,"0.22",",,0,","2.1",",,0","11.0",",,0",,,"36",",,0","28",",,0",,,,,,,,,"    1",",,0",,,,,,,,,"    1",",,X",,,,,"    1",",,X","    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-27",,,"0.12",",,0,","1.4",",,0","14.0",",,0",,,"29",",,0","19",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-28",,,"0.02",",,0,","0.3",",,0","15.0",",,0",,,"25",",,0","9",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-29",,,"0.00",",,0,","0.0",",,0","15.0",",,0",,,"32",",,0","-1",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-30",,,"0.00",",,0,","0.0",",,0","13.0",",,0",,,"38",",,0","5",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-03-31",,,"0.01",",,0,","0.1",",,0","11.0",",,0",,,"37",",,0","28",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-01",,,"0.00","T,,0,","0.0","T,,0","9.0",",,0",,,"38",",,0","24",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-02",,,"0.12",",,0,","1.5",",,0","10.0",",,0",,,"31",",,0","26",",,0",,,,,,,,,,,,,,,,,,,"    1",",,0",,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-03",,,"0.02",",,0,","0.2",",,0","10.0",",,0",,,"35",",,0","25",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-04",,,"0.00","T,,0,","0.0","T,,0","10.0",",,0",,,"36",",,0","24",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"    1",",,X"
"USW00014918","INTERNATIONAL FALLS INTERNATIONAL AIRPORT, MN US","48.55943","-93.39554","352.6","1950-04-05",,,"0.00",",,0,","0.0",",,0","10.0",",,0",,,"34",",,0","15",",,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,
