STATION,STATION_NAME,DATE,TMAX,TMIN,TOBS
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170710,228,56,222
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170711,228,133,161
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170712,-9999,100,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170713,-9999,78,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170714,-9999,133,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170715,-9999,78,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170716,-9999,128,283
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170717,-9999,111,267
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170718,-9999,139,283
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170719,-9999,122,328
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170720,-9999,144,344
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170721,-9999,156,356
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170722,-9999,111,256
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170723,-9999,122,267
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170724,-9999,139,294
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170725,-9999,100,228
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170726,-9999,89,244
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170727,-9999,122,267
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170728,-9999,106,206
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170729,-9999,133,222
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170730,-9999,94,267
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170731,-9999,78,228
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170801,-9999,83,150
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170802,-9999,67,167
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170803,-9999,100,228
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170804,-9999,-9999,183
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170805,-9999,-9999,161
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170806,-9999,-9999,167
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170807,-9999,-9999,211
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170808,-9999,-9999,206
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170809,-9999,-9999,200
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170810,-9999,-9999,211
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170811,-9999,-9999,222
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170812,-9999,-9999,217
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170813,-9999,-9999,244
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170814,-9999,-9999,267
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170815,267,-9999,211
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170816,228,100,172
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170817,311,83,250
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170818,267,78,211
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170819,294,117,217
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170820,222,106,150
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170821,250,67,211
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170822,317,167,189
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170823,200,111,111
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170824,178,72,133
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170825,217,11,156
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170826,239,78,194
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170827,206,106,128
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170828,150,61,67
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170829,183,6,172
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170830,222,94,161
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170831,172,128,133
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170901,172,61,144
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170902,178,33,117
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170903,194,50,161
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170904,211,-6,161
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170905,167,106,144
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170906,194,6,183
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170907,233,6,183
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170908,189,89,100
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170909,117,-6,56
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170910,156,-39,89
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170911,217,17,206
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170912,206,94,117
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170913,144,111,133
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170914,144,111,133
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170915,183,133,178
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170916,233,139,183
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170917,272,128,222
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170918,261,150,200
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170919,206,89,117
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170920,200,-9999,167
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170921,228,11,189
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170922,239,56,189
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170923,278,122,200
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170924,278,139,239
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170925,233,100,106
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170926,111,78,78
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170927,139,50,89
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170928,128,67,122
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170929,122,44,89
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19170930,128,22,117
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171001,167,6,128
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171002,133,56,106
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171003,139,-33,83
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171004,83,44,50
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171005,67,6,50
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171006,111,-11,100
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171007,100,-11,6
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171008,56,-67,39
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171009,61,-11,28
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171010,89,-61,61
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171011,72,-39,-6
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171012,-6,-72,-33
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171013,11,-106,0
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171014,67,-11,44
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171015,56,-11,22
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171016,89,17,50
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171017,67,11,22
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171018,22,-33,-33
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171019,-33,-56,-39
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171020,-11,-39,-17
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171021,-11,-100,-11
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171022,0,-39,-39
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171023,-6,-94,-22
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171024,11,-61,-6
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171025,28,-6,17
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171026,22,0,6
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171027,11,-33,-28
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171028,-22,-33,-22
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171029,-22,-72,-61
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171030,-44,-83,-50
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171031,-33,-72,-39
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171101,-6,-39,-11
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171102,89,-28,83
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171103,117,-67,72
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171104,133,-6,89
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171105,128,11,56
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171106,67,-39,28
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171107,28,-28,11
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171108,100,-44,39
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171109,50,-28,0
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171110,83,-44,61
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171111,67,-11,0
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171112,6,-22,-11
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171113,-11,-39,-11
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171114,6,-22,6
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171115,83,-17,56
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171116,144,56,144
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171117,144,-6,22
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171118,28,-72,-28
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171119,83,-50,61
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171120,61,-22,28
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171121,61,-22,-6
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171122,-6,-94,-72
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171123,-28,-83,-28
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171124,-28,-94,-61
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171125,-56,-117,-56
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171126,-33,-122,-33
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171127,0,-39,-22
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171128,56,-94,28
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171129,44,-22,33
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171130,33,-94,-11
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171201,-11,-128,-72
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171202,-22,-78,-28
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171203,-22,-122,-111
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171204,-111,-178,-178
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171205,-144,-217,-150
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171206,-133,-272,-150
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171207,-144,-233,-211
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171208,-161,-261,-200
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171209,-139,-239,-228
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171210,-128,-306,-244
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171211,-178,-272,-233
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171212,-178,-272,-233
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171213,-233,-344,-244
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171214,-183,-333,-261
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171215,-206,-317,-206
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171216,-100,-206,-100
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171217,11,-100,11
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171218,22,-128,-122
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171219,17,-122,-94
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171220,17,-150,-117
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171221,-111,-272,-133
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171222,-61,-133,-128
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171223,-6,-128,-6
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171224,-6,-289,-267
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171225,-244,-339,-244
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171226,-211,-267,-217
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171227,-217,-311,-306
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171228,-206,-400,-311
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171229,-156,-378,-278
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171230,-194,-289,-222
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19171231,-144,-261,-172
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180101,-100,-261,-133
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180102,-122,-150,-150
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180103,-72,-150,-78
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180104,-50,-78,-56
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180105,-33,-67,-67
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180106,-61,-161,-161
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180107,-128,-244,-172
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180108,-150,-289,-178
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180109,-167,-294,-172
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180110,-172,-272,-244
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180111,-194,-278,-206
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180112,-189,-267,-228
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180113,-200,-244,-200
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180114,-150,-211,-178
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180115,-167,-233,-178
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180116,-111,-206,-183
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180117,-167,-261,-189
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180118,-144,-261,-9999
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180119,-94,-228,-122
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180120,-106,-211,-111
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180121,-111,-144,-139
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180122,-133,-256,-133
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180123,-128,-256,-128
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180124,-106,-178,-111
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180125,-106,-283,-222
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180126,-178,-344,-272
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180127,-194,-356,-217
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180128,-139,-222,-211
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180129,-200,-350,-283
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180130,-194,-394,-322
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180131,-233,-344,-261
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180201,-167,-306,-167
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180202,-167,-267,-178
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180203,-178,-317,-289
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180204,-239,-333,-239
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180205,-100,-250,-100
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180206,-78,-117,-106
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180207,-94,-261,-100
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180208,-67,-117,-106
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180209,-6,-172,-11
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180210,44,-78,17
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180211,44,-11,11
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180212,11,-122,-78
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180213,-67,-122,-117
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180214,-117,-206,-156
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180215,-156,-272,-161
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180216,-133,-228,-167
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180217,-83,-233,-122
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180218,-122,-200,-128
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180219,-128,-233,-194
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180220,-194,-356,-244
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180221,-161,-311,-189
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180222,-6,-244,-11
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180223,111,-72,61
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180224,67,6,33
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180225,39,-139,-139
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180226,0,-189,-44
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180227,-28,-122,-78
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180228,-6,-261,-28
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180301,89,-78,44
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180302,44,-139,-78
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180303,67,-78,44
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180304,44,-39,-39
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180305,-33,-139,-122
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180306,-44,-239,-67
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180307,-44,-122,-50
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180308,-50,-161,-111
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180309,-100,-156,-106
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180310,-22,-206,-78
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180311,-28,-150,-28
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180312,11,-50,-17
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180313,39,-144,17
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180314,28,-117,-6
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180315,33,-33,17
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180316,89,-22,83
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180317,94,-17,44
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180318,189,22,156
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180319,156,50,106
GHCND:USW00014918,INTERNATIONAL FALLS INTERNATIONAL AIRPORT MN US,19180320,117,-11,78
